goodreads_book_id,authors,original_publication_year,original_title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
18749,Chimamanda Ngozi Adichie,2006.0,Half of a Yellow Sun,4.28,344,1175,6626,23036,25840
105578,Chetan Bhagat,2005.0,One Night @ The Call Center,2.47,10559,14125,11872,5177,3100
23209927,Sara Gruen,2015.0,At the Water's Edge,3.65,1306,4467,16578,21648,10208
11607,"Richard Bachman, Stephen King",1982.0,The Running Man,3.8,723,4280,20084,24714,17555
68210,Marilynne Robinson,2004.0,Gilead,3.84,2359,5175,12339,18141,20398
2794,Thomas Pynchon,1966.0,The Crying of Lot 49,3.7,2227,5166,13618,19312,14456
11389875,Ken Follett,2014.0,Edge of Eternity,4.04,980,2775,10189,18199,20594
8428064,Rachel Hawkins,2011.0,Demonglass,4.13,1036,2945,14055,26694,32896
22590,"Philip K. Dick, David Alabort, Manuel Espín",1969.0,Ubik,4.1,548,2176,10594,22241,22504
15575,Terry Brooks,1977.0,The Sword of Shannara,3.76,2791,5838,16067,22050,19899
32418,Thomas Harris,1999.0,Hannibal,3.72,2166,5811,17220,20844,17514
395871,L.J. Smith,2007.0,The Awakening and the Struggle,3.67,3663,8247,18819,19054,22444
1466455,Liane Moriarty,2003.0,Three Wishes,3.76,576,2847,17447,24125,11516
3575676,L.J. Smith,2009.0,"Night World, No. 3",4.2,1115,2652,9863,15216,30224
5174,Ann-Marie MacDonald,1996.0,Fall on Your Knees,3.95,1544,3316,11112,18471,19504
10626594,Maggie Stiefvater,2011.0,The Scorpio Races,4.08,2159,3992,12420,24712,32948
18966806,Pierce Brown,2016.0,Morning Star,4.5,266,782,4880,17692,37879
201341,Brian Jacques,1988.0,Mossflower,4.09,626,1842,11769,21559,22629
23848559,Jenny  Lawson,2015.0,Furiously Happy,3.93,2513,4499,13107,22580,24857
6420,Janet Evanovich,2002.0,Visions of Sugar Plums,3.68,1997,7022,19528,18169,18438
13810,Raymond E. Feist,1982.0,"Magician: Master (The Riftwar Saga, #2)",4.25,586,1435,7939,18946,26408
15505346,Tracey Garvis-Graves,2011.0,On the Island,4.13,996,2731,10618,22670,27667
8492768,Lisa Genova,2011.0,Left Neglected,3.95,582,2450,12864,24336,16533
5509,"Miep Gies, Alison Leslie Gold",1987.0,Anne Frank Remembered,4.26,1015,1480,6893,15228,26411
13055592,John Scalzi,2012.0,Redshirts,3.84,1049,3740,15787,25713,16130
41716,Clive Cussler,1992.0,Sahara,3.95,866,2145,11351,18747,15741
2168860,Jeaniene Frost,2008.0,One Foot in the Grave,4.31,686,1916,10599,26385,42166
1282954,Liane Moriarty,2006.0,The Last Anniversary,3.72,657,3144,16975,22127,10283
5047880,Michael  Grant,2009.0,Hunger ,4.02,1301,3531,12922,22281,25354
2292384,Janet Evanovich,2008.0,Fearless Fourteen,4.02,435,2834,17632,28086,26024
12615008,Chetan Bhagat,2011.0,"Revolution 2020: Love, Corruption, Ambition",3.07,5263,9285,13415,9928,6579
160629,"Michael Bond, Peggy Fortnum",1958.0,A Bear Called Paddington,4.21,589,1894,11370,19715,30456
162089,Sara Shepard,2007.0,Flawless,3.96,849,3660,15492,21492,22825
91253,Beverly Cleary,1981.0,"Ramona Quimby, Age 8",4.08,934,2280,12583,20912,24811
98427,Nelson DeMille,1992.0,The General's Daughter,4.07,455,1520,10343,20739,18569
65118,"Lemony Snicket, Brett Helquist",2001.0,The Hostile Hospital,3.95,702,3605,18638,27090,23920
330744,Rumiko Takahashi,1997.0,犬夜叉 1,4.26,851,1957,7190,10759,25487
226162,David Seltzer,1976.0,The Omen,3.99,885,2555,11734,16549,18851
6134826,Alyson Noel,2009.0,Blue Moon,3.61,3935,9508,21715,21521,21768
12849385,David Baldacci,2012.0,The Innocent,4.1,490,1439,9720,25219,19951
2161733,Tom Rob Smith,2008.0,Child 44,4.08,717,1911,9446,24032,19925
348225,Nancy E. Turner,1998.0,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",4.35,611,1098,5495,18681,28175
23751850,Liane Moriarty,2011.0,The Hypnotist's Love Story,3.69,630,3646,18306,23562,10111
4008,"Paulo Coelho, Amanda Hopkinson, Nick Caistor",2000.0,O Demônio e a Srta. Prym,3.59,1531,5179,15461,16402,10502
18419,"Audrey Penn, Ruth E. Harper, Nancy M. Leak",1993.0,The Kissing Hand,4.41,515,1316,6095,12191,31650
17306293,Hugh Howey,2013.0,Shift,4.12,249,1456,9169,22899,19354
8357992,Lee Child,2010.0,Worth Dying For,4.2,256,1070,8630,23333,23031
454856,John Elder Robison,2007.0,Look Me in the Eye: My Life with Asperger's,3.91,732,2788,12621,20273,15523
84136,Sherrilyn Kenyon,2002.0,Fantasy Lover,4.17,1409,3288,12339,22030,35909
2029177,"James Patterson, Gabrielle Charbonnet",2008.0,Sundays at Tiffany's,3.74,2030,5503,15467,18033,17579
111180,Jodi Picoult,2002.0,Perfect Match,3.93,492,2628,13550,22197,16344
9844,Curtis Sittenfeld,2005.0,Prep,3.36,3089,7820,17606,16367,8320
96647,"Anthony Kiedis, Larry Sloman",2004.0,Scar Tissue,4.1,800,2035,8401,16713,19379
58027,"Margaret Atwood, Brigitte Walitzek",1996.0,Alias Grace,3.97,590,2339,13103,26233,17884
17876893,Sylvia Day,2014.0,Captivated by You,4.06,1485,4142,13664,21245,30896
29946,Richard Bach,1977.0,Illusions: The Adventures of a Reluctant Messiah,4.14,973,2466,7982,13712,22278
6381205,Gail Carriger,2009.0,Soulless,3.91,2589,4520,16299,28843,25987
17623975,Gayle Forman,2013.0,Just One Day,4.02,1591,3191,12505,24526,25048
1661957,Lisa McMann,2008.0,Wake,3.75,3159,6682,17699,21663,22864
7170627,Siddhartha Mukherjee,2010.0,The Emperor of All Maladies: A Biography of Cancer,4.29,749,1435,6492,18009,26964
270804,Ellen Hopkins,2007.0,"Glass (Crank, #2)",4.28,519,1699,7695,15899,27730
760,"Gabriel García Márquez, Edith Grossman",2004.0,Memoria de mis putas tristes,3.59,1379,4851,16568,17933,9554
10872085,Jeffrey Archer,2011.0,Only Time Will Tell,4.04,673,1924,10025,23572,18117
773038,Deepak Chopra,2013.0,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,4.07,937,2052,8085,13673,18216
79790,Augusten Burroughs,2004.0,Magical Thinking: True Stories,3.96,530,2057,11121,17986,15114
13835,Tamora Pierce,1984.0,In the Hand of the Goddess,4.25,941,1724,10424,22977,34529
13132,"James Patterson, Andrew Gross",2004.0,3rd Degree,4.0,269,1879,14801,24483,19142
12543,Anne Lamott,1994.0,Bird by Bird: Some Instructions on Writing and Life,4.22,482,1700,8345,20799,26038
8835379,"Kerstin Gier, Anthea Bell",2009.0,Rubinrot,4.12,1006,3019,14262,30391,33563
6581511,Alyson Noel,2009.0,Shadowland,3.66,3410,8196,19221,18536,21671
216443,Timothy Zahn,1991.0,Heir to the Empire,4.12,409,1882,10046,20473,21613
13837,Tamora Pierce,1988.0,Lioness Rampant,4.28,1000,1700,9328,21166,35225
259538,Robin Cook,1987.0,Outbreak,3.96,352,1713,12686,19072,15346
129603,Louise L. Hay,1984.0,You Can Heal Your Life,4.14,1311,2112,7972,13689,23038
18641982,Emma Straub,2014.0,The Vacationers,3.14,2473,8691,21871,13282,3731
9496240,"Oliver Pötzsch, Lee Chadeayne",2008.0,"Die Henkerstochter (Band 1 aus der Reihe ""Die Henkerstochter-Saga)",3.71,1230,4085,15186,22444,11343
14064,Richard Matheson,1954.0,I Am Legend ,4.07,533,2219,11159,24394,21188
150739,"Patricia C. Wrede, Peter de Sève",1990.0,Dealing with Dragons,4.14,1270,2575,12165,22888,31094
455925,Lee Child,2000.0,The Visitor,4.08,351,1647,10674,24761,19656
37301,John Sandford,1989.0,Rules Of Prey,4.13,843,1546,9633,21565,22440
84847,Tami Hoag,1999.0,Ashes to Ashes,4.03,489,1625,11247,19498,17728
16703,Michael Chabon,2007.0,The Yiddish Policemen's Union,3.69,1649,4243,14023,21009,11416
13642950,Melanie Benjamin,2013.0,The Aviator's Wife,3.87,752,2657,12509,24063,13271
474858,David Shannon,1998.0,A Bad Case of Stripes,4.24,841,2057,8441,13466,27337
10428708,Lee Child,2011.0,The Affair,4.11,348,1418,10039,24293,20339
33514,"William Strunk Jr., E.B. White",1918.0,The Elements of Style,4.19,881,2233,9114,18026,27401
12948,Henry James,1898.0,The Turn of the Screw,3.45,2984,8843,21744,20385,12055
6066819,Jennifer Weiner,2009.0,Best Friends Forever,3.48,1534,6166,19341,16693,9045
50027,R.A. Salvatore,1990.0,Homeland,4.27,397,1460,7715,18002,26134
100365,"Larry Niven, Jerry Pournelle",1974.0,The Mote in God's Eye,4.06,524,1957,10282,20225,19076
9572203,"Jo Nesbø, Don Bartlett",2007.0,Snømannen (Harry Hole #7) ,4.04,634,2230,11115,26594,19958
166997,"John  Williams, John McGahern",1965.0,Stoner,4.28,506,1671,6674,19742,26857
24937,"David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman",2005.0,"Wicked: The Grimmerie, a Behind-the-Scenes Look at the Hit Broadway Musical",4.17,921,1673,8051,14244,22318
42607,William Shakespeare,1599.0,As You Like It,3.83,894,3908,17213,22421,17061
95431,"Garth Ennis, Steve Dillon, Joe R. Lansdale",1996.0,Preacher Vol. 1: Gone to Texas,4.16,1629,2165,7138,16056,24822
15638,"Edmond Rostand, Eteel Lawson, Lowell Bair",1897.0,Cyrano de Bergerac,4.05,801,2726,12688,20653,23755
12609,Anne Fadiman,1997.0,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",4.14,619,1861,8093,18674,20623
3128411,Patricia Briggs,2009.0,Bone Crossed,4.34,235,925,9446,29815,39030
8709526,Richelle Mead,2013.0,The Indigo Spell,4.41,526,1273,8244,23790,43888
6050298,Karen Marie Moning,2009.0,Dreamfever,4.43,497,1335,7261,22881,44612
16243,Kate Atkinson,2004.0,Case Histories,3.82,1126,3710,15133,25225,14945
15799166,J. Kenner,2013.0,"Release Me (Stark Trilogy, #1)",4.14,945,2760,11184,22878,28706
17910611,Sophie Kinsella,2013.0,Wedding Night,3.4,2495,8566,21212,17215,9994
25099,"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker",1990.0,The Doll's House,4.44,124,664,5797,20761,34962
1000751,Eleanor H. Porter,1912.0,Pollyanna,3.95,1310,3432,14699,19596,22201
2743,Dave Pelzer,1997.0,,4.08,510,2068,10426,17223,20031
17855756,Hugh Howey,2013.0,Dust,4.26,177,919,6781,20811,22228
13547188,Jodi Picoult,2012.0,Lone Wolf,3.67,1527,5090,17346,20893,12937
10588,Stephen King,1993.0,Nightmares & Dreamscapes ,3.9,412,2650,16264,23036,16846
7304203,Karen Marie Moning,2011.0,Shadowfever,4.46,1175,1695,6734,19798,49895
3613997,John Grisham,2009.0,The Associate,3.64,1003,4409,17296,18563,10576
13324841,Lois Lowry,2012.0,"Son (The Giver, #4)",3.98,633,3074,13411,24215,20020
18310944,"Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein",2015.0,The Sandman: Overture,3.94,4360,3419,8193,12325,25115
13569581,Anthony  Ryan,2011.0,Blood Song,4.47,275,813,4039,15966,30807
7137775,Simone Elkeles,2010.0,Rules of Attraction,4.22,797,2666,11463,22277,34697
93007,Howard Pyle,1883.0,The Merry Adventures of Robin Hood,4.05,427,1987,11657,18235,19673
9915,Bret Easton Ellis,1985.0,Less Than Zero,3.58,1820,5379,15400,18292,10317
875441,Lawrence Hill,2007.0,The Book of Negroes,4.44,326,746,4525,18174,31523
93101,"Anonymous, Richard Francis Burton, A.S. Byatt",800.0,كِتَاب أَلْف لَيْلَة وَلَيْلَة‎‎ [kitāb ʾalf layla wa-layla],4.06,656,2323,11976,20201,21935
7093952,Tana French,2010.0,Faithful Place,3.97,584,2205,13196,27712,17400
18467802,Lily King,2014.0,Euphoria,3.84,883,2696,11817,21056,12176
9301,Marian Keyes,1997.0,Rachel's Holiday,3.93,954,2645,12370,18723,16736
41811,Isaac Asimov,1954.0,The Caves of Steel,4.14,212,1282,10553,24246,21828
17800,Haruki Murakami,1988.0,"ダンス・ダンス・ダンス [Dansu, dansu, dansu]",4.03,331,1753,9862,21152,15787
232109,"Beverly Cleary, Louis Darling, Tracy Dockray",1965.0,The Mouse and the Motorcycle,3.9,952,3280,17270,21684,20539
3432478,Carrie Ryan,2009.0,The Forest of Hands and Teeth,3.59,4754,9003,18505,21469,20327
189783,Terry Brooks,1982.0,The Elfstones Of Shannara,3.96,858,3022,12442,20133,19089
7741325,"Rachel Cohn, David Levithan",2010.0,Dash & Lily's Book of Dares,3.82,1504,4374,16073,22588,18124
17333230,Eleanor Catton,2013.0,The Luminaries,3.7,2431,4439,11400,17682,12870
826584,"Laura Joffe Numeroff, Felicia Bond",1991.0,,4.17,645,2107,9333,13397,23722
32421,Dean Koontz,2005.0,Velocity,3.85,751,2861,13997,18945,14520
4143,David Sedaris,1994.0,Barrel Fever: Stories and Essays,3.78,902,3333,12737,16577,12191
34517,Terry Pratchett,1991.0,Reaper Man,4.27,155,1087,9103,23540,28910
17303,Frank E. Peretti,1989.0,Piercing the Darkness,4.3,576,1388,6180,13312,24345
69242,"Chip Heath, Dan Heath",2006.0,Made to Stick: Why Some Ideas Survive and Others Die,3.97,1247,2347,9922,18142,16749
401514,Piers Paul Read,1974.0,Alive: The Story of the Andes Survivors,4.08,455,1337,10066,20488,18285
3679,Zadie Smith,2005.0,On Beauty,3.68,1357,4393,13695,19496,10862
13360,Joyce Meyer,1995.0,Battlefield of the Mind: Winning the Battle in Your Mind,4.33,895,1323,5511,11554,25510
59829,Nora Roberts,2001.0,Dance Upon The Air,4.19,575,1514,9430,18221,24748
645023,David Eddings,1984.0,Castle of Wizardry,4.16,315,1651,10572,21181,23964
8492319,J.R. Ward,2011.0,"Lover Avenged, part two",4.28,489,2211,10859,22524,37530
7119070,أثير عبدالله النشمي,2010.0,أحببتك أكثر مما ينبغى,3.67,3563,4620,8914,10505,14755
6566722,Richard Castle,2008.0,Heat Wave,3.54,1968,5963,18846,16822,11572
18607805,Amazon,2011.0,kindle paperwhite user's guide 2nd edition,3.72,3581,2978,6883,9852,13356
4659,John Irving,1998.0,A Widow for One Year,3.74,894,3513,14489,19858,11327
25350,C.S. Lewis,1938.0,Out of the Silent Planet,3.92,942,3378,13211,20524,18421
6687,"Roald Dahl, Quentin Blake",1972.0,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willy Wonka, Chocolate-Maker Extraordinaire",3.64,1400,6547,23564,22818,15848
826585,"Laura Joffe Numeroff, Felicia Bond",1998.0,If You Give a Pig a Pancake ,4.23,505,1853,9163,13809,26423
567678,Iain Banks,1984.0,The Wasp Factory,3.85,1593,3722,11699,19926,15905
10112885,Marisha Pessl,2013.0,Night Film,3.78,1797,4627,12959,20335,15399
10211494,Rob Lowe,2011.0,,3.77,1555,3272,12961,19965,12707
16085481,Kevin Kwan,2013.0,Crazy Rich Asians,3.7,1369,4244,16017,22007,11750
51428,Libba Bray,2005.0,Rebel Angels,3.98,2320,4306,17352,28982,30956
344262,Karen Marie Moning,2007.0,Bloodfever,4.3,408,1705,10116,27406,38606
2702704,Karen Marie Moning,2008.0,Faefever,4.34,564,1583,9222,25139,40181
22744701,Robert Dugoni,2014.0,My Sister's Grave,4.0,845,2245,11216,22579,18049
24120519,Ransom Riggs,2015.0,Library of Souls ,4.15,507,2285,11892,26480,28496
3102,E.M. Forster,1910.0,Howards End,3.95,1006,3045,13142,22192,19374
102458,"Mike Mignola, John Byrne",1994.0,Hellboy: Seed of Destruction,4.11,1015,1893,8616,16450,21083
13643567,Michelle Hodkin,2012.0,The Evolution of Mara Dyer,4.33,819,2055,8249,20898,38297
15724396,Rick Riordan,2015.0,The Sword of Summer,4.26,1560,2450,11297,27788,43493
54499,"Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel",1850.0,"Le Vicomte de Bragelonne, ou Dix ans plus tard",3.97,518,2517,13643,20941,18589
89717,"Shirley Jackson, Laura   Miller",1959.0,The Haunting οf Hill House,3.89,1098,4174,14899,22377,19966
18864,Hunter S. Thompson,1998.0,The Rum Diary,3.83,415,2630,11809,17420,11106
8253,"Laura Ingalls Wilder, Garth Williams",1941.0,Little Town on the Prairie,4.18,836,1973,12139,22202,31162
31122,Dodie Smith,1948.0,I Capture the Castle,4.0,941,3334,13581,24645,23144
7933617,"P.C. Cast, Kristin Cast",2011.0,Destined,4.04,1595,3865,12696,18186,27607
6048530,Janet Evanovich,2009.0,Finger Lickin' Fifteen,3.98,578,3242,17002,25909,24141
38500,Charles Bukowski,1978.0,Women,3.89,1068,3035,10345,17330,14425
159178,John Jakes,1982.0,North and South,4.19,455,1529,8463,17335,22441
6587387,Patricia Briggs,2010.0,Silver Borne,4.38,181,837,8425,28015,40394
31259,Robert Ludlum,1990.0,The Bourne Ultimatum,4.04,519,2005,10269,19585,17941
68488,Robin Hobb,2001.0,Fool's Errand,4.29,381,1096,7146,21191,26677
20821111,Marie Lu,2014.0,The Young Elites,3.93,1719,4372,15294,26691,24139
59810,Nora Roberts,1999.0,Jewels of the Sun,4.22,506,1433,8997,17025,24782
30659,"Marcus Aurelius, Martin Hammond, Diskin Clay",180.0,Τὰ εἰς ἑαυτόν ,4.2,825,2162,8561,17232,26529
34262,"Dave Barry, Ridley Pearson, Greg Call",2004.0,Peter and the Starcatchers,4.01,1123,2878,12131,21772,22136
475,Jared Diamond,2004.0,Collapse: How Societies Chose to Fail or Succeed,3.92,779,2395,10680,19285,13886
41219,A.S. Byatt,1990.0,Possession,3.88,2331,4550,12121,19713,21019
2753843,Melissa de la Cruz,2008.0,Revelations,3.89,1418,4674,17551,20935,23953
19668,Tom Clancy,1993.0,Without Remorse,4.16,577,1620,8528,17634,21521
93981,Sigmund Freud,1899.0,Die Traumdeutung,3.81,1436,3378,11331,13933,14066
19581,Peter Straub,1979.0,Ghost Story,3.95,1223,3213,12055,19132,19405
65110,"Lemony Snicket, Brett Helquist",2005.0,The Penultimate Peril,4.02,778,3242,15198,24874,25626
25,Bill Bryson,1998.0,Notes from a Big Country,3.89,601,2332,12624,20065,13808
65112,"Lemony Snicket, Brett Helquist",2006.0,The End,3.99,1628,4360,14247,22189,27158
14241,Mary Karr,1995.0,The Liars' Club: A Memoir,3.92,950,2756,10793,17561,15501
15985348,Charlaine Harris,2013.0,Dead Ever After,3.39,5280,9510,19931,18129,14091
24830,Ray Bradbury,1951.0,The Illustrated Man,4.13,341,1688,10484,22836,22619
15852756,Raine Miller,2010.0,Naked,4.02,1755,3755,12364,22119,26639
17934530,Jeff VanderMeer,2014.0,Annihilation,3.62,1939,5513,14754,19539,11556
11479285,Abbi Glines,2011.0,Breathe,3.88,2392,5354,16350,23352,25242
58922,"Margaret Wise Brown, Clement Hurd",1942.0,The Runaway Bunny,4.14,1207,2654,9854,14278,26264
8520362,"Stephen Hawking, Leonard Mlodinow",2010.0,The Grand Design,4.0,1107,2090,9079,17175,16696
5345,John Grisham,2006.0,The Innocent Man,3.79,1412,3719,12250,17282,13577
10617,"Richard Bachman, Stephen King",1985.0,The Bachman Books,4.1,555,1793,11043,20833,21993
17568801,Reza Aslan,2013.0,Zealot: The Life and Times of Jesus of Nazareth,3.82,2180,2881,9647,16978,13859
761732,Terry Goodkind,1999.0,Soul of the Fire,3.87,1280,3757,12489,17047,16923
11331421,"Jan-Philipp Sendker, Kevin Wiliarty",2002.0,Das Herzenhören,3.98,704,2697,10330,19670,16937
8935689,Iain M. Banks,1987.0,Consider Phlebas,3.85,1083,3656,12772,20533,15455
759945,David J. Schwartz,1959.0,The Magic of Thinking Big,4.19,640,1589,6992,13083,20299
31332,Anne Rice,1998.0,The Vampire Armand,3.75,1129,4866,17158,18670,15743
17337562,Abbi Glines,2013.0,"Forever Too Far (Too Far, #3)",4.24,870,2631,10633,22505,36208
768889,George R.R. Martin,2000.0,A Storm of Swords: Part 1 Steel and Snow,4.49,147,435,4141,16561,31177
180617,"Carlo Collodi, John Boyne, Monteiro Lobato, Unknown",1883.0,Le avventure di Pinocchio,3.86,1235,4063,14916,17113,18658
9565548,Robin LaFevers,2012.0,Grave Mercy,3.92,2257,4487,15591,27223,25125
833253,Stormie Omartian,1996.0,The Power of a Praying Wife,4.31,591,1235,5534,11257,22440
249,Henry Miller,1934.0,Tropic of Cancer,3.71,2313,4591,12278,16494,14025
3086160,Wally Lamb,2007.0,The Hour I First Believed,3.8,1214,4088,12596,18566,14122
7952502,Brian Sibley,2010.0,Harry Potter: Film Wizardry,4.48,1058,984,4017,8553,31451
18386,"Leo Tolstoy, Aylmer Maude",1886.0,Смерть Ивана Ильича,4.04,580,2384,11406,21407,19973
23995231,Paula McLain,2015.0,Circling the Sun,3.93,784,2279,10501,21395,13816
5306,John Steinbeck,1962.0,Travels with Charley: In Search of America,4.07,664,1971,9843,20207,19266
10950924,Alice Hoffman,2011.0,The Dovekeepers,4.02,1253,2992,9704,20015,20617
2890090,Scott Lynch,2013.0,The Republic of Thieves,4.23,211,1250,7538,21533,23013
113304,Cornelia Funke,2000.0,Herr der Diebe,3.95,751,3450,16442,25758,22064
12983100,Susan Ee,2013.0,World After,4.22,782,2065,10272,24341,31643
14996,Dean Koontz,2006.0,Brother Odd,3.98,479,2534,12186,19684,17494
42603,John Howard Griffin,1960.0,Black Like Me,4.12,385,1487,9360,18937,19486
1840511,Chuck Palahniuk,2008.0,Snuff,3.18,3063,8963,17291,11797,5854
13140,James Patterson,1996.0,Jack & Jill,3.95,325,1928,14459,23052,16241
5015,Ian McEwan,2005.0,Saturday,3.61,1779,4652,14205,18983,9790
185911,Jonathan Kellerman,1985.0,When the Bough Breaks,4.02,588,1626,11036,20020,16919
83674,Robert James Waller,1992.0,The Bridges of Madison County,3.51,4612,7891,15859,16846,15857
4494917,Lee Child,2009.0,Gone Tomorrow,4.17,411,1270,9698,24969,23407
4588949,Michael Scott,2009.0,The Sorceress,4.11,925,2256,11397,21804,25217
13507212,Hilary Mantel,2012.0,Bring Up the Bodies,4.26,697,1446,5965,18969,24579
2921082,Rick Riordan,2008.0,The Maze of Bones ,3.83,1998,4684,15438,19737,20093
603204,Mark Bittman,1998.0,How to Cook Everything: Simple Recipes for Great Food,4.02,2351,3093,9740,15557,23863
690926,Stephenie Meyer,2007.0,"The Twilight Collection (Twilight, #1-3)",3.78,4560,3613,6924,8607,18679
857502,Wassily Kandinsky,1912.0,Über das Geistige in der Kunst,3.81,3439,4915,12528,14415,21669
186190,Winston Groom,1986.0,Forrest Gump,4.06,1466,2973,8307,15110,21489
